证券代码,证券简称,上市日期,是否属于风险警示板,净资产收益率ROE(加权),总资产净利率ROA,销售净利率,营业利润/营业总收入,营业收入(同比增长率),净利润(同比增长率),净资产(同比增长率),营业利润(同比增长率),应收账款周转率,存货周转率,流动资产周转率,总资产周转率,流动比率,速动比率,现金比率,经营活动产生的现金流量净额/流动负债,资产负债率,经营活动产生的现金流量净额/营业收入,净利润现金含量,营运资本/总资产,留存收益/总资产,股东权益合计(含少数)/负债总计,所属Wind行业名称
300126.SZ,锐奇股份,0,0.0,0.36,0.2863,0.9049,0.8562,-30.5504,-61.5331,-1.4446,-65.8119,4.4218,2.3147,0.5945,0.3163,2.9279,2.2657,0.9929,-0.2887,17.5924,-15.37,-1698.5925,33.6806,24.7495,468.4268,工业
300822.SZ,贝仕达克,0,0.0,3.72,2.6456,4.2404,5.7657,-8.0662,-66.3275,1.8524,-57.6639,3.2593,2.9187,0.9962,0.6239,3.0788,2.291,1.1711,0.5098,21.1586,15.65,342.8101,40.5311,31.3239,372.6219,信息技术
300274.SZ,阳光电源,0,0.0,20.95,7.0749,9.1796,10.2867,66.7892,116.869,19.2349,118.2332,3.5701,1.8702,0.9118,0.7707,1.4659,0.9285,0.4016,0.0341,67.9731,3.01,33.6866,26.8151,17.3295,47.1171,工业
300557.SZ,理工光科,0,0.0,2.42,2.069,5.1528,5.097,22.7018,38.4202,84.4011,37.5121,1.7385,1.1103,0.4842,0.4015,2.2969,1.88,1.093,0.0532,37.8609,5.77,159.3792,48.0683,16.3138,164.1247,信息技术
300293.SZ,蓝英装备,0,0.0,-11.13,-2.5536,-4.3134,-5.8992,14.1147,19.2856,-4.2052,34.0613,4.6409,1.7818,1.0706,0.592,1.2801,0.8542,0.2803,-0.0401,77.025,-2.99,69.2474,12.2202,-3.7519,29.8279,工业
300891.SZ,惠云钛业,0,0.0,1.1,0.673,0.9496,0.9875,-2.5903,-92.7083,2.8622,-94.05,18.7171,4.414,1.2761,0.7087,2.1072,1.5503,1.2681,0.003,45.1395,0.13,13.7085,29.353,20.0657,121.5356,材料
300591.SZ,万里马,0,0.0,-37.45,-25.3019,-45.6135,-44.0532,40.177,-64.4037,54.8449,-60.2717,1.6803,3.4777,0.8554,0.5547,1.7036,1.4062,0.3266,-0.4178,39.3392,-31.71,70.952,26.726,-40.846,154.1996,可选消费
300002.SZ,神州泰岳,0,0.0,11.83,9.6211,11.0763,12.9529,11.3981,45.6721,11.7558,32.8539,7.0649,11.6086,2.0508,0.8686,2.9447,2.7702,2.0441,1.1186,16.6397,21.74,192.826,31.225,41.0355,500.9719,信息技术
300705.SZ,九典制药,0,0.0,18.6,13.3353,11.5939,12.5229,42.9174,32.0469,41.2324,28.9939,6.5801,2.2699,2.0893,1.1502,2.7152,2.1728,1.0297,0.6054,32.4851,11.56,99.7362,33.1417,31.5183,207.8334,医疗保健
300146.SZ,汤臣倍健,0,0.0,13.46,10.8045,17.9518,20.4709,5.7882,-20.1007,1.8995,-20.5984,25.3252,2.8797,1.0737,0.6019,3.4415,3.018,2.2573,0.6497,18.2511,17.54,99.5006,39.3828,22.6866,447.9112,日常消费
300678.SZ,中科信息,0,0.0,6.27,4.574,8.9244,9.5035,11.9699,14.2922,31.7607,12.3172,2.1537,2.4868,0.6217,0.5125,2.9392,2.581,1.5197,0.4019,29.2097,24.04,265.2607,54.5725,28.9172,242.3515,信息技术
300304.SZ,云意电气,0,0.0,5.6,4.3287,11.8688,12.1558,6.8371,-43.5251,5.2637,-48.7534,3.3336,2.341,0.5061,0.3647,4.0877,3.4318,2.1556,0.1589,21.5855,7.94,68.5128,54.614,36.5883,363.2743,可选消费
300598.SZ,诚迈科技,0,0.0,-14.75,-9.4203,-9.1218,-9.6815,30.6251,-663.6864,-10.2316,-522.5856,3.3341,16.1788,1.7355,1.0327,1.553,1.3989,0.5564,-0.0232,41.9443,-0.96,10.6605,22.9051,15.2171,138.4112,信息技术
300102.SZ,乾照光电,0,0.0,-1.36,-0.7833,-3.0195,-4.0898,-9.6549,-127.5712,57.8956,-134.1395,2.5946,2.8302,0.611,0.2594,1.7818,1.4894,0.8812,0.2582,41.7599,27.91,-941.0379,20.454,3.3475,139.4641,信息技术
300099.SZ,尤洛卡,0,0.0,5.43,4.0019,13.2654,15.945,0.9962,-44.3126,26.0292,-39.537,1.8085,1.3251,0.5045,0.3017,4.5621,3.8253,2.2614,0.1958,14.5141,10.13,70.2384,49.7953,19.9115,588.9873,信息技术
300196.SZ,长海股份,0,0.0,21.13,15.9055,27.0607,27.5819,20.373,42.8421,21.6324,26.0181,7.0585,8.6127,1.329,0.5878,4.1123,3.7091,1.9685,0.918,23.7666,18.61,68.7132,34.1875,52.7234,320.7586,材料
300786.SZ,国林科技,0,0.0,1.45,1.0907,6.0599,6.2172,-40.9532,-76.6657,0.4219,-78.885,1.544,0.5908,0.3279,0.18,2.6911,1.7771,0.8356,0.1709,26.5028,19.73,320.4563,33.446,25.5021,277.3187,工业
300407.SZ,凯发电气,0,0.0,5.88,3.114,4.6639,5.4095,0.7443,33.6842,7.7207,32.9036,2.6377,1.9028,0.8066,0.6677,1.9785,1.561,0.7122,0.0945,46.0108,6.0,129.1243,40.9896,28.6754,117.3402,工业
300153.SZ,科泰电源,0,0.0,3.61,1.8764,3.1175,3.6671,-8.1584,173.1098,5.1252,274.4733,2.3809,3.5848,0.8204,0.6019,1.7574,1.4077,0.694,0.094,46.6866,6.57,204.7609,30.6012,-1.1873,114.1944,工业
300189.SZ,神农种业,0,0.0,-7.7,-5.7896,-33.0655,-31.0968,28.9044,-11.8762,-7.4099,-26.7256,3.153,1.7613,0.5325,0.1751,2.8397,2.1501,1.3084,-0.3152,14.203,-18.77,55.3757,20.1506,-47.4284,604.0747,日常消费
300105.SZ,龙源技术,0,0.0,4.76,3.609,12.082,12.0427,35.2453,1388.5256,4.8999,1666.9854,1.8204,2.7173,0.3551,0.2987,3.2455,2.8568,1.7638,-0.0904,26.1437,-8.17,-67.6071,57.6874,27.6358,282.5006,工业
300497.SZ,富祥药业,0,0.0,-5.11,-3.3717,-9.9665,-8.132,15.2301,-515.2317,-6.9081,-334.9927,6.2725,2.7843,0.7255,0.3383,1.7709,1.331,0.8536,-0.096,46.8434,-7.34,85.4242,19.1789,17.425,113.4773,医疗保健
300510.SZ,金冠股份,0,0.0,1.83,1.3391,3.9433,3.5383,8.5311,61.1825,1.1257,150.2197,1.6052,2.8502,0.6096,0.3396,2.5291,2.2009,0.5796,-0.1194,23.7335,-7.34,-177.4764,31.4654,-16.3626,321.3458,工业
300445.SZ,康斯特,0,0.0,7.84,6.8879,18.3236,19.2492,17.1591,6.7888,7.5153,5.4478,5.2669,1.4497,0.7504,0.3759,4.6445,3.6126,2.6647,0.8177,13.4716,24.06,131.9816,37.9073,46.8284,642.3042,工业
300492.SZ,华图山鼎,0,0.0,3.64,3.265,10.2285,13.9307,-2.8661,-14.465,2.7825,-1.3982,0.9418,2.8892,0.4287,0.3192,6.2437,6.2437,3.1002,-0.1063,12.1019,-4.02,-39.2758,61.0904,39.4825,726.3199,工业
300636.SZ,同和药业,0,0.0,9.18,4.8333,13.9834,14.7703,21.5801,24.0971,48.5924,20.3665,9.7631,1.1173,1.0273,0.3456,1.3181,0.4532,0.2469,0.3408,41.578,27.23,194.6974,8.0975,20.6971,140.5118,医疗保健
300417.SZ,南华仪器,0,0.0,-7.46,-6.4182,-25.8613,-25.7567,-29.6603,-370.5943,-7.1324,-335.8011,3.2546,0.6901,0.3852,0.2482,10.7151,7.431,5.2802,0.9662,6.4424,22.94,-88.7159,59.7947,63.1071,1452.2127,信息技术
300161.SZ,华中数控,0,0.0,1.02,0.1639,0.3515,0.6115,1.8099,-86.1405,0.7853,-70.1935,2.2813,1.1335,0.6151,0.4664,1.6475,1.0588,0.4035,-0.019,50.299,-1.9,-187.7876,28.7339,8.0814,98.8113,工业
300288.SZ,朗玛信息,0,0.0,4.67,3.6024,15.4602,18.6329,7.5486,19.3807,4.3216,17.471,10.4254,21.9643,0.9684,0.233,1.8204,1.7869,1.437,0.3195,15.5949,16.95,105.28,10.2736,43.4687,541.2356,医疗保健
300529.SZ,健帆生物,0,0.0,26.25,17.2332,35.3578,41.3197,-6.8779,-26.3348,6.4136,-27.397,10.1522,1.6131,0.7848,0.4874,4.5919,4.1051,3.5928,1.2323,33.6749,35.47,99.355,47.5867,46.3019,196.9567,医疗保健
300715.SZ,凯伦股份,0,0.0,-6.21,-2.7401,-7.579,-8.7561,-17.7191,-326.1165,-15.9871,-339.1379,1.2596,6.0549,0.4967,0.3615,1.5987,1.5448,0.7063,0.0175,61.4563,2.18,-29.1591,25.8462,2.2653,62.7174,材料
300229.SZ,拓尔思,0,0.0,4.9,3.2446,13.6069,15.397,-11.8054,-50.2402,4.8279,-49.0813,3.1968,0.9532,0.5978,0.2384,3.0004,2.7523,1.4927,0.3791,30.5438,20.22,143.6924,24.9323,33.9126,227.3986,信息技术
300183.SZ,东软载波,0,0.0,5.14,4.6157,17.2426,17.8472,3.289,21.679,3.0892,7.2478,2.7614,1.4646,0.3496,0.2677,7.0265,5.781,4.6645,-0.4296,11.999,-18.02,-103.3009,66.0626,46.7559,733.4023,信息技术
300052.SZ,中青宝,0,0.0,-9.75,-7.5822,-27.7713,-29.2261,-18.3259,-73.7083,-10.555,-185.357,2.1001,4.62512,0.9276,0.273,0.7436,0.7436,0.1826,0.3062,43.2391,36.06,-168.8048,-8.713,-3.1231,131.272,通讯服务
300042.SZ,朗科科技,0,0.0,5.43,4.7567,3.5062,3.8336,-7.3566,-9.7551,5.5567,-8.7611,15.3736,6.9731,1.6666,1.3567,6.7468,5.4623,4.4781,0.8393,12.823,7.68,219.0405,68.7777,32.5574,679.8516,信息技术
300464.SZ,星徽股份,0,0.0,-83.85,-10.5222,-11.0646,-10.7228,-35.7657,82.927,-66.8935,84.0125,6.7494,4.348,1.8361,0.951,0.6133,0.4257,0.179,0.0767,92.5185,6.12,-55.3134,-31.6491,-55.4844,8.0865,工业
300918.SZ,南山智尚,0,0.0,10.79,6.322,11.4306,12.7356,9.5009,22.5613,8.831,11.3707,9.374,1.8504,0.8088,0.5531,1.4743,1.037,0.8117,0.1731,43.4279,14.25,124.6864,19.9093,18.7271,130.2668,可选消费
300223.SZ,北京君正,0,0.0,7.33,6.5576,14.3931,15.036,2.6129,-15.4589,8.9537,-12.7341,9.2179,1.7862,0.8374,0.4556,6.4671,4.2744,3.5745,-0.0719,9.3611,-1.4,-9.5673,46.2441,15.7615,968.2544,信息技术
300853.SZ,申昊科技,0,0.0,-4.85,-3.2689,-16.5938,-19.8467,-49.1153,-136.0754,1.2978,-137.7953,0.5991,1.1225,0.266,0.197,3.7856,3.3276,1.5782,-0.1581,40.1861,-17.82,107.4184,55.6333,22.4639,148.8424,工业
300803.SZ,指南针,0,0.0,22.69,10.7225,27.515,21.8182,31.9175,92.0821,32.685,43.862,46.0368,125.8805,0.6138,0.3976,1.24,1.2395,1.0739,0.1997,60.5996,31.35,113.9489,10.8626,22.3898,65.0175,信息技术
300501.SZ,海顺新材,0,0.0,6.6,4.8082,10.8485,12.1156,18.1761,0.7547,5.7393,4.1582,4.2845,4.1864,1.0018,0.4432,1.9486,1.53,0.7619,0.2967,27.1455,13.53,133.6674,18.9932,25.0732,268.3853,材料
300198.SZ,纳川股份,0,0.0,-25.27,-9.3932,-63.3076,-49.1687,-25.2936,-185.8217,-22.6998,-91.5476,1.3592,1.8729,0.5484,0.1484,0.5753,0.5281,0.0895,0.0442,67.262,12.91,-21.2523,-19.1385,-1.0735,48.6724,工业
300444.SZ,双杰电气,0,0.0,-13.68,-4.9953,-9.7055,-9.3433,60.6946,-38.5311,-13.7989,-13.4922,2.2395,2.4216,0.8889,0.5147,1.2389,0.815,0.1916,-0.1135,69.4439,-11.15,121.8253,11.2752,-7.8062,44.0012,工业
300785.SZ,值得买,0,0.0,4.72,3.75,6.8694,8.1982,-12.4523,-52.5636,1.5934,-52.2827,2.8257,38.2955,0.779,0.5459,4.3335,4.2878,2.7171,0.1962,20.3305,5.56,80.496,51.1797,25.4789,391.8707,通讯服务
300880.SZ,迦南智能,0,0.0,17.77,12.5659,17.3715,20.3319,20.2329,31.686,17.0279,34.0131,2.8302,5.0174,0.9259,0.7234,2.654,2.4014,1.4081,0.6462,28.8611,27.09,155.9691,46.8072,34.1349,246.4876,工业
300759.SZ,康龙化成,0,0.0,13.28,6.9551,13.1707,16.4606,37.9179,-16.5387,4.1402,-11.7245,6.6006,5.7783,1.3527,0.5281,1.6706,1.4044,0.5733,0.5477,47.1034,20.87,155.8861,12.8026,22.3193,112.2989,医疗保健
300374.SZ,中铁装配,0,0.0,-24.48,-8.5594,-40.9589,-46.8664,50.2845,27.9824,-20.4898,36.9358,1.0264,1.4358,0.4693,0.209,0.6713,0.6425,0.1,0.0238,68.5026,7.4,-18.0649,-21.9054,-3.2234,45.9799,工业
300137.SZ,ST先河,0,0.0,-6.75,-5.4221,-13.0082,-13.5894,-9.272,-276.9195,-8.9229,-222.202,1.3709,1.8515,0.5338,0.4168,4.7842,3.9885,1.6229,-0.3872,16.9082,-14.57,108.8776,61.55,42.5572,491.4285,信息技术
300385.SZ,雪浪环境,0,0.0,-12.6,-3.2579,-6.1628,-5.5867,-0.688,-172.0802,-23.6153,-163.6319,2.1553,1.8363,0.8372,0.5286,1.2872,1.0204,0.2711,-0.0374,73.7309,-3.22,49.6747,13.9605,4.5862,35.6284,工业
300566.SZ,激智科技,0,0.0,3.35,1.5928,2.8466,1.9987,2.9595,-55.8666,-0.0665,-68.1664,3.0418,3.7496,0.8488,0.5596,1.2915,1.0253,0.5751,0.0205,51.7573,1.8,62.9301,14.203,16.0131,93.2096,信息技术
